PROBLEM,BB_LOWER_BOUND,BB_UPPER_BOUND,BB_CTIME,HRKGA_MIN_LENGTH,HRKGA_MEAN_LENGTH,HRKGA_MIN_CTIME,HRKGA_MEAN_CTIME,GSOA_MIN_LENGTH,GSOA_MEAN_LENGTH,GSOA_MIN_CTIME,GSOA_MEAN_CTIME,CENTROID_MIN_LENGTH,CENTROID_MEAN_LENGTH,CENTROID_MIN_CTIME,CENTROID_MEAN_CTIME
3D_30_05_b,1378.7611852226175,1378.7611852226175,61.776526,,,,,1379.47,1380.2044,2.0,2.62,1379.67,1379.67,0.0,0.0
3D_30_05_c,1202.6817043628123,1202.6817043628123,63.236085,,,,,1206.29,1210.39,2.0,2.62,1214.54,1214.54,0.0,0.0
3D_30_05_d,1273.6460819119643,1273.6460819119643,66.749996,,,,,1280.96,1282.4818,1.0,2.22,1273.77,1273.77,0.0,0.0
3D_30_05_e,1256.694219848722,1256.694219848722,70.595384,,,,,1259.76,1264.1396000000002,1.0,2.34,1262.72,1262.72,0.0,0.0
3D_30_05_f,1674.815432339643,1674.815432339643,56.39744,,,,,1677.71,1678.7458000000004,2.0,2.76,1678.45,1678.45,0.0,0.0
3D_45_05_c,1505.0383208115545,1505.0383208115545,58.175955,,,,,1510.5,1512.0238,2.0,2.42,1505.13,1505.13,0.0,0.0
3D_50_05_e,1276.113062176108,1276.113062176108,65.572653,,,,,1279.1,1280.415,2.0,2.4,1278.28,1278.28,0.0,0.0
3D_35_05_f,1327.9434175536671,1327.9434175536671,49.506159,,,,,1335.78,1336.322,2.0,2.64,1329.59,1329.59,0.0,0.0
3D_40_05_e,1121.4932909057604,1121.4932909057604,41.978782,,,,,1122.94,1124.6147999999998,2.0,2.74,1122.44,1122.44,0.0,0.0
3D_40_05_a,1580.9687655177968,1580.9687655177968,78.849961,,,,,1586.23,1588.6417999999999,2.0,2.24,1588.23,1588.23,0.0,0.0
3D_40_05_b,1111.350445410453,1111.350445410453,82.118827,,,,,1113.63,1117.381,2.0,2.62,1113.84,1113.84,0.0,0.0
3D_40_05_c,1462.9333823817349,1462.9333823817349,77.874039,,,,,1469.34,1471.6712000000005,2.0,2.48,1463.83,1463.83,0.0,0.0
3D_40_05_d,1033.2543916473333,1033.2543916473333,70.82941699999999,,,,,1035.35,1036.6230000000003,2.0,2.34,1041.43,1041.43,0.0,0.0
3D_50_05_f,1425.833134935942,1425.833134935942,68.373678,,,,,1429.39,1430.2084000000002,2.0,2.98,1448.31,1448.31,0.0,0.0
3D_40_06_e,1551.7159982793798,1551.7159982793798,106.685096,,,,,1559.59,1561.4714000000001,3.0,4.0,1554.83,1554.83,0.0,0.0
3D_40_06_d,1367.8243618193071,1367.8243618193071,158.702865,,,,,1376.91,1378.2169999999996,3.0,4.3,1372.59,1372.59,1.0,1.0
3D_40_06_c,1198.6977179972312,1198.6977179972312,89.770524,,,,,1202.33,1203.1750000000004,3.0,3.36,1199.29,1199.29,0.0,0.0
3D_40_06_b,1594.783932979324,1594.783932979324,141.08547099999998,,,,,1599.56,1601.7509999999995,3.0,3.3,1620.46,1620.46,0.0,0.0
3D_30_06_a,1126.0964387049278,1126.0964387049278,174.44692999999998,,,,,1130.15,1131.7914,3.0,3.74,1129.21,1129.21,0.0,0.0
3D_30_06_b,2021.160817829252,2021.160817829252,180.314412,,,,,2024.62,2025.7696000000003,3.0,3.38,2024.99,2024.99,0.0,0.0
3D_30_06_c,1452.099980573686,1452.099980573686,76.72681899999999,,,,,1455.88,1458.3394,3.0,4.02,1454.53,1454.53,0.0,0.0
3D_30_06_d,1286.478026256349,1286.478026256349,106.947306,,,,,1294.93,1296.3028,3.0,3.76,1289.39,1289.39,0.0,0.0
3D_50_06_a,1471.1926866355795,1471.1926866355795,213.499784,,,,,1472.35,1473.5964000000001,3.0,3.8,1475.68,1475.68,2.0,2.0
3D_30_06_f,1264.5174981387938,1264.5174981387938,122.657577,,,,,1267.7,1269.2527999999998,3.0,3.38,1274.06,1274.06,0.0,0.0
3D_35_06_c,1615.5449618337564,1615.5449618337564,118.509642,,,,,1624.82,1626.6434000000006,3.0,3.88,1616.34,1616.34,0.0,0.0
3D_35_06_d,1359.9343787868945,1359.9343787868945,79.412818,,,,,1361.85,1362.5828,3.0,4.0,1360.07,1360.07,0.0,0.0
3D_40_06_a,1224.383845409004,1224.383845409004,140.38203199999998,,,,,1229.29,1230.7346,3.0,3.98,1226.45,1226.45,0.0,0.0
3D_35_06_e,1665.5059097368949,1665.5059097368949,60.233141,,,,,1666.66,1667.6109999999999,4.0,4.4,1667.28,1667.28,0.0,0.0
3D_35_06_f,1216.2803718533048,1216.2803718533048,98.75351,,,,,1224.7,1227.5037999999995,3.0,4.34,1221.49,1221.49,0.0,0.0
3D_45_06_f,1501.8952559723955,1501.8952559723955,106.275532,,,,,1502.64,1503.2640000000001,3.0,3.88,1501.91,1501.91,0.0,0.0
3D_30_06_e,925.2826114071094,925.2826114071094,99.942358,,,,,928.978,930.8739599999999,3.0,3.64,925.231,925.231,0.0,0.0
3D_40_06_f,1443.7879419423953,1443.7879419423953,84.447649,,,,,1448.08,1449.7902,3.0,3.72,1456.72,1456.72,0.0,0.0
3D_35_06_a,1370.6811665166713,1370.6811665166713,133.15604299999998,,,,,1372.26,1372.7674000000002,4.0,4.16,1370.75,1370.75,0.0,0.0
3D_35_06_b,1881.059414357299,1881.059414357299,163.60548,,,,,1887.58,1895.4625999999998,2.0,3.12,1881.43,1881.43,0.0,0.0
3D_45_06_e,1331.29919980497,1331.29919980497,88.184637,,,,,1338.23,1339.9273999999998,3.0,4.22,1337.62,1337.62,0.0,0.0
3D_45_06_d,1847.1631681600927,1847.1631681600927,120.073879,,,,,1858.09,1859.5343999999998,4.0,4.14,1849.07,1849.07,2.0,2.0
3D_45_06_c,1906.9377986283305,1906.9377986283305,101.164404,,,,,1917.6,1923.4190000000003,3.0,3.82,1908.65,1908.65,0.0,0.0
3D_45_06_b,1493.7186434557586,1493.7186434557586,106.365394,,,,,1495.27,1495.9154,3.0,3.82,1496.02,1496.02,0.0,0.0
3D_45_06_a,1675.9328995751532,1675.9328995751532,120.408662,,,,,1679.94,1680.7031999999997,4.0,4.1,1677.11,1677.11,0.0,0.0
3D_50_06_b,1200.519250492102,1200.519250492102,79.322003,,,,,1205.55,1206.948,4.0,4.02,1204.58,1204.58,0.0,0.0
3D_50_06_c,1280.4318164678389,1280.4318164678389,83.938503,,,,,1286.56,1288.1524,3.0,3.98,1283.72,1283.72,2.0,2.0
3D_50_06_d,1528.936204775373,1528.936204775373,99.231581,,,,,1530.95,1532.5994,3.0,4.04,1528.96,1528.96,0.0,0.0
3D_50_06_e,1240.3464024761715,1240.3464024761715,107.117404,,,,,1242.31,1242.8565999999996,3.0,3.3,1242.6,1242.6,0.0,0.0
3D_50_06_f,1697.102579501823,1697.102579501823,118.144045,,,,,1709.36,1710.9646,5.0,5.72,1704.16,1704.16,0.0,0.0
3D_30_07_f,1891.4188886861225,1891.4188886861225,241.516689,,,,,1898.53,1900.8324000000007,6.0,6.48,1892.36,1892.36,0.0,0.0
3D_40_07_e,1662.875510540099,1662.875510540099,173.271311,,,,,1667.0,1669.2879999999998,5.0,5.32,1662.94,1662.94,1.0,1.0
3D_40_07_f,1370.4118716029934,1370.4118716029934,154.417681,,,,,1375.72,1382.3817999999999,5.0,5.8,1379.96,1379.96,0.0,0.0
3D_40_07_a,1550.771431356542,1550.771431356542,140.924454,,,,,1553.59,1555.2546,5.0,5.78,1551.58,1551.58,0.0,0.0
3D_40_07_d,1853.6418617625045,1853.6418617625045,192.960907,,,,,1858.75,1859.8113999999998,4.0,4.88,1855.73,1855.73,0.0,0.0
3D_40_07_c,1418.3786887545202,1418.3786887545202,255.950841,,,,,1422.22,1423.9430000000002,5.0,5.54,1423.64,1423.64,0.0,0.0
3D_40_07_b,1705.7082278834696,1705.7082278834696,333.780569,,,,,1718.01,1722.1046000000001,5.0,5.72,1709.88,1709.88,0.0,0.0
3D_30_07_e,1421.0852894186526,1421.0852894186526,250.705532,,,,,1427.98,1429.0972000000004,4.0,4.82,1423.15,1423.15,0.0,0.0
3D_30_07_d,1709.2523877468957,1709.2523877468957,223.859376,,,,,1721.9,1723.7564000000007,4.0,5.14,1714.45,1714.45,0.0,0.0
3D_45_07_c,1668.6663323584985,1668.6663323584985,280.380705,,,,,1673.04,1677.562,5.0,5.32,1674.08,1674.08,0.0,0.0
3D_30_07_b,1763.2664199170797,1763.2664199170797,77.94232699999999,,,,,1767.87,1770.7034000000006,4.0,4.78,1765.31,1765.31,0.0,0.0
3D_50_07_c,1751.4667673341648,1751.4667673341648,195.139395,,,,,1758.82,1760.8035999999995,6.0,6.34,1752.61,1752.61,0.0,0.0
3D_50_07_d,1937.862657710684,1937.862657710684,377.308259,,,,,1943.23,1948.4050000000007,5.0,5.78,1942.18,1942.18,0.0,0.0
3D_30_07_c,1744.4186358206252,1744.4186358206252,99.144071,,,,,1749.11,1753.4637999999995,5.0,5.52,1746.43,1746.43,0.0,0.0
3D_50_07_e,1466.9741046377335,1466.9741046377335,202.43177,,,,,1469.05,1469.9156000000003,5.0,5.78,1467.92,1467.92,0.0,0.0
3D_35_07_f,1609.649932236643,1609.649932236643,177.086059,,,,,1617.38,1619.8195999999996,4.0,4.88,1612.26,1612.26,2.0,2.0
3D_35_07_e,1478.67904949844,1478.67904949844,226.275049,,,,,1486.97,1488.6612000000005,5.0,5.38,1483.58,1483.58,0.0,0.0
3D_35_07_d,1880.6170908738163,1880.6170908738163,318.55504,,,,,1885.87,1888.2403999999997,4.0,4.32,1886.65,1886.65,0.0,0.0
3D_35_07_c,1808.6864451199388,1808.6864451199388,215.802137,,,,,1812.87,1814.7246,6.0,6.26,1810.72,1810.72,2.0,2.0
3D_35_07_b,2047.27576481952,2047.27576481952,109.096904,,,,,2052.17,2053.925799999999,3.0,4.36,2052.13,2052.13,0.0,0.0
3D_35_07_a,1460.959888721423,1460.959888721423,321.918462,,,,,1466.57,1470.7395999999999,5.0,5.9,1462.85,1462.85,0.0,0.0
3D_50_07_b,1748.5163141785224,1748.5163141785224,247.10309,,,,,1751.4,1753.1631999999997,4.0,5.08,1749.19,1749.19,0.0,0.0
3D_50_07_f,1683.8306120959924,1683.8306120959924,176.41928199999998,,,,,1688.78,1693.5598000000005,5.0,5.3,1684.63,1684.63,1.0,1.0
3D_50_07_a,1379.4356517982255,1379.4356517982255,251.746492,,,,,1386.7,1391.1187999999997,5.0,6.04,1379.53,1379.53,0.0,0.0
3D_45_07_e,1535.6551112732843,1535.6551112732843,132.370331,,,,,1540.65,1542.5122000000001,5.0,5.6,1536.8,1536.8,0.0,0.0
3D_30_07_a,1345.240452448022,1345.240452448022,193.055566,,,,,1348.66,1350.5408000000004,4.0,5.16,1346.53,1346.53,0.0,0.0
3D_45_07_d,1625.8152201390008,1625.8152201390008,325.633167,,,,,1633.39,1636.2207999999998,5.0,5.78,1628.37,1628.37,0.0,0.0
3D_45_07_b,1709.3567724314348,1709.3567724314348,120.000922,,,,,1712.09,1714.779999999999,5.0,5.62,1710.64,1710.64,0.0,0.0
3D_45_07_a,1464.0064286086508,1464.0064286086508,111.165681,,,,,1468.81,1471.0560000000003,4.0,4.4,1466.42,1466.42,0.0,0.0
3D_45_07_f,1533.1142387523591,1533.1142387523591,83.412626,,,,,1536.77,1537.8944000000004,4.0,4.58,1536.58,1536.58,0.0,0.0
3D_40_08_a,1658.8571997359493,1658.8571997359493,173.66319299999998,,,,,1664.07,1666.0520000000001,6.0,6.56,1662.83,1662.83,0.0,0.0
3D_50_08_f,1542.7947245978182,1542.7947245978182,205.048295,,,,,1550.63,1552.8804,7.0,7.82,1544.35,1544.35,0.0,0.0
3D_50_08_e,1717.8464075623638,1717.8464075623638,467.076551,,,,,1723.53,1726.9001999999996,6.0,7.0,1719.19,1719.19,0.0,0.0
3D_50_08_d,1472.3778440561944,1472.3778440561944,4309.492138,,,,,1483.26,1489.7734,6.0,6.94,1477.05,1477.05,0.0,0.0
3D_40_08_f,1853.5925491451155,1853.5925491451155,752.9408609999999,,,,,1860.12,1870.5906000000002,7.0,7.66,1861.21,1861.21,0.0,0.0
3D_50_08_a,1809.4263799684,1809.4263799684,346.069642,,,,,1819.87,1822.9140000000002,7.0,7.82,1810.02,1810.02,0.0,0.0
3D_50_08_b,2097.622994009999,2097.622994009999,383.26366,,,,,2109.98,2112.414799999999,8.0,8.28,2106.59,2106.59,2.0,2.0
3D_40_08_e,2029.4451869151471,2029.4451869151471,443.647422,,,,,2038.66,2045.4404000000002,8.0,8.16,2029.77,2029.77,0.0,0.0
3D_40_08_d,1879.6285541880115,1879.6285541880115,406.386009,,,,,1883.48,1885.2584,7.0,7.4,1881.68,1881.68,0.0,0.0
3D_40_08_c,1663.977903867,1663.977903867,386.602257,,,,,1669.61,1670.7208,7.0,7.7,1669.71,1669.71,0.0,0.0
3D_50_08_c,1369.5173768688935,1369.5173768688935,183.648911,,,,,1374.06,1377.0654000000002,7.0,7.64,1375.92,1375.92,0.0,0.0
3D_40_08_b,1768.3122631652293,1768.3122631652293,108.922408,,,,,1778.92,1780.7318000000005,7.0,8.06,1788.51,1788.51,0.0,0.0
3D_35_08_c,1968.247941404035,1968.247941404035,650.836904,,,,,1973.35,1978.2677999999996,7.0,7.16,1968.78,1968.78,0.0,0.0
3D_35_08_f,1807.941020324561,1807.941020324561,157.206378,,,,,1818.74,1820.3390000000002,8.0,8.46,1808.26,1808.26,0.0,0.0
3D_30_08_a,1836.921388788676,1836.921388788676,555.682778,,,,,1839.76,1842.7044000000005,6.0,7.1,1838.99,1838.99,0.0,0.0
3D_30_08_b,1507.0106714082503,1507.0106714082503,247.728765,,,,,1512.2,1513.3573999999994,7.0,7.4,1509.2,1509.2,1.0,1.0
3D_30_08_c,1488.2206222525128,1488.2206222525128,838.671085,,,,,1495.26,1497.5295999999998,8.0,8.64,1488.29,1488.29,0.0,0.0
3D_30_08_d,1793.2935679995903,1793.2935679995903,1140.73179,,,,,1805.18,1812.4575999999995,7.0,7.56,1797.1,1797.1,1.0,1.0
3D_30_08_e,1796.6833234673786,1796.6833234673786,428.118096,,,,,1805.74,1807.0981999999997,7.0,7.16,1800.81,1800.81,0.0,0.0
3D_45_08_a,1872.691423529301,1872.691423529301,401.459414,,,,,1882.55,1891.2240000000008,6.0,6.76,1873.72,1873.72,1.0,1.0
3D_45_08_b,1794.4459949837608,1794.4459949837608,352.418101,,,,,1800.88,1805.0192000000004,6.0,6.9,1795.5,1795.5,1.0,1.0
3D_30_08_f,1711.540492348639,1711.540492348639,836.171661,,,,,1716.82,1721.3870000000002,6.0,6.94,1712.48,1712.48,0.0,0.0
3D_45_08_d,1708.8328100113115,1708.8328100113115,253.912062,,,,,1725.9,1730.4301999999998,6.0,7.1,1712.78,1712.78,3.0,3.0
3D_45_08_e,1378.4467776882252,1378.4467776882252,255.216035,,,,,1384.34,1388.6387999999997,8.0,8.2,1382.14,1382.14,0.0,0.0
3D_45_08_f,1661.853455661143,1661.853455661143,672.754281,,,,,1668.2,1672.0356,7.0,8.3,1662.86,1662.86,0.0,0.0
3D_35_08_a,1587.8513484162586,1587.8513484162586,713.586965,,,,,1595.06,1596.9952000000003,6.0,7.04,1596.14,1596.14,1.0,1.0
3D_35_08_b,2277.6642724175226,2277.6642724175226,736.8839399999999,,,,,2285.95,2290.446000000001,6.0,6.9,2279.86,2279.86,0.0,0.0
3D_35_08_d,1958.5299157645863,1958.5299157645863,1735.188345,,,,,1967.84,1974.9811999999993,6.0,7.16,1960.91,1960.91,0.0,0.0
3D_35_08_e,1798.5653317958115,1798.5653317958115,815.5257439999999,,,,,1804.08,1809.8562000000006,7.0,7.62,1802.1,1802.1,0.0,0.0
3D_45_08_c,1551.7900052533753,1551.7900052533753,652.613283,,,,,1561.36,1566.7722,5.0,5.6,1557.11,1557.11,0.0,0.0
3D_50_09_e,1786.3877021543028,1786.3877021543028,1927.482708,,,,,1790.11,1794.4261999999999,8.0,8.9,1790.49,1790.49,0.0,0.0
3D_35_09_a,2079.1440120038983,2079.1440120038983,679.291576,,,,,2085.25,2087.3448,9.0,9.5,2079.62,2079.62,0.0,0.0
3D_35_09_b,2387.7066536084862,2387.7066536084862,583.24073,,,,,2398.6,2406.7192000000005,9.0,9.34,2406.61,2406.61,0.0,0.0
3D_35_09_c,1832.9639557726389,1832.9639557726389,343.541149,,,,,1844.96,1846.8922,8.0,9.2,1836.33,1836.33,0.0,0.0
3D_35_09_d,2009.6184083950263,2009.6184083950263,960.64748,,,,,2009.83,2014.1942000000008,8.0,9.16,2007.68,2007.68,0.0,0.0
3D_50_09_f,1714.0277076779043,1714.0277076779043,181.090934,,,,,1723.13,1725.2049999999997,9.0,9.4,1714.72,1714.72,1.0,1.0
3D_30_09_f,1729.9483324384908,1729.9483324384908,1390.625953,,,,,1736.13,1740.1792,8.0,8.96,1730.53,1730.53,0.0,0.0
3D_40_09_b,1995.5461256142169,1995.5461256142169,3718.061601,,,,,2007.41,2032.9502,9.0,9.74,2001.4,2001.4,0.0,0.0
3D_50_09_d,1560.60769531475,1560.60769531475,3909.780071,,,,,1569.58,1576.9372,10.0,10.74,1562.09,1562.09,1.0,1.0
3D_50_09_c,2081.301871488829,2081.301871488829,679.930402,,,,,2087.59,2089.9519999999993,10.0,10.74,2081.81,2081.81,0.0,0.0
3D_50_09_b,1635.9442908807257,1635.9442908807257,733.704707,,,,,1651.18,1655.3103999999998,9.0,9.66,1641.06,1641.06,0.0,0.0
3D_50_09_a,1791.5058558702508,1791.5058558702508,966.748926,,,,,1801.55,1804.5758,8.0,8.94,1793.69,1793.69,0.0,0.0
3D_45_09_f,1813.7933994310729,1813.7933994310729,658.213789,,,,,1819.94,1821.9895999999999,9.0,10.22,1816.43,1816.43,1.0,1.0
3D_45_09_e,2091.666528147116,2091.666528147116,4038.818894,,,,,2096.81,2102.6002,9.0,9.76,2098.75,2098.75,0.0,0.0
3D_45_09_d,1773.2856665622105,1773.2856665622105,1027.047799,,,,,1794.73,1799.9367999999997,8.0,10.0,1786.28,1786.28,0.0,0.0
3D_45_09_c,1679.576831508156,1679.576831508156,2103.386441,,,,,1688.75,1693.2822000000003,7.0,8.06,1681.14,1681.14,0.0,0.0
3D_45_09_b,1605.736989612779,1605.736989612779,588.343634,,,,,1617.64,1625.9864000000002,9.0,9.36,1607.1,1607.1,1.0,1.0
3D_45_09_a,1400.85686368159,1400.85686368159,3004.693244,,,,,1408.25,1418.5858,7.0,8.26,1402.53,1402.53,1.0,1.0
3D_40_09_a,1837.309694517783,1837.309694517783,1043.172241,,,,,1852.22,1857.0141999999998,9.0,9.6,1837.43,1837.43,2.0,2.0
3D_30_09_a,1438.607808181293,1438.607808181293,1433.686069,,,,,1446.21,1450.7203999999997,8.0,8.42,1439.86,1439.86,0.0,0.0
3D_30_09_b,1716.8697505584337,1716.8697505584337,1887.601582,,,,,1720.5,1728.5824000000002,7.0,7.96,1717.33,1717.33,0.0,0.0
3D_35_09_f,1755.2308796500015,1755.2308796500015,479.967209,,,,,1760.41,1762.040600000001,8.0,8.82,1758.64,1758.64,0.0,0.0
3D_30_09_d,1843.4720439187583,1843.4720439187583,1639.701993,,,,,1851.74,1857.6798000000003,8.0,8.18,1851.89,1851.89,0.0,0.0
3D_30_09_e,1664.3687929228067,1664.3687929228067,233.125401,,,,,1670.34,1676.5749999999998,8.0,9.0,1667.15,1667.15,0.0,0.0
3D_40_09_c,1976.8424770721504,1976.8424770721504,878.370356,,,,,1984.39,1986.3124000000005,9.0,9.84,1980.46,1980.46,0.0,0.0
3D_40_09_d,2196.88838998144,2196.88838998144,4804.924043,,,,,2205.51,2213.5924,8.0,8.52,2208.91,2208.91,1.0,1.0
3D_40_09_e,1574.510315492793,1574.510315492793,297.548034,,,,,1585.52,1590.1008000000002,8.0,9.06,1583.22,1583.22,0.0,0.0
3D_35_09_e,2036.6926890395684,2036.6926890395684,742.660838,,,,,2044.12,2046.0039999999997,9.0,9.82,2037.62,2037.62,0.0,0.0
3D_40_09_f,1855.7450776836504,1855.7450776836504,4412.991105,,,,,1873.45,1880.5097999999996,8.0,8.6,1857.72,1857.72,1.0,1.0
3D_30_09_c,1538.8124784612658,1538.8124784612658,1600.851799,,,,,1543.93,1547.1629999999998,9.0,10.04,1545.97,1545.97,0.0,0.0
3D_50_10_f,2169.598949426564,2169.598949426564,2278.159715,,,,,2176.47,2178.0192,12.0,12.96,2173.62,2173.62,0.0,0.0
3D_50_10_e,1737.724066366786,1737.724066366786,636.282695,,,,,1747.08,1748.7214000000004,11.0,11.86,1747.25,1747.25,0.0,0.0
3D_50_10_d,2023.3643487110623,2023.3643487110623,1684.356071,,,,,2034.09,2039.1208000000004,11.0,12.62,2026.21,2026.21,0.0,0.0
3D_50_10_c,1833.224664319573,1833.224664319573,1747.526367,,,,,1840.63,1850.1878,13.0,13.72,1833.73,1833.73,0.0,0.0
3D_50_10_b,2037.8198428645649,2037.8198428645649,3837.077151,,,,,2051.49,2059.9184,11.0,12.24,2053.58,2053.58,0.0,0.0
3D_50_10_a,1900.697403579466,1900.697403579466,5602.424075,,,,,1908.37,1915.4542,10.0,11.1,1900.91,1900.91,0.0,0.0
3D_45_10_b,2147.136894843572,2147.136894843572,2199.905818,,,,,2160.57,2167.8922000000007,11.0,11.82,2147.54,2147.54,0.0,0.0
3D_45_10_c,2377.266363001513,2377.266363001513,2954.999762,,,,,2385.75,2395.6915999999997,12.0,12.62,2383.31,2383.31,1.0,1.0
3D_45_10_d,1522.093354047753,1522.093354047753,1477.6106,,,,,1528.77,1532.1788000000001,10.0,10.78,1523.36,1523.36,0.0,0.0
3D_45_10_e,1865.918808881623,1865.918808881623,1078.889148,,,,,1872.38,1877.6633999999997,11.0,11.24,1868.34,1868.34,1.0,1.0
3D_45_10_f,1792.2030657209957,1792.2030657209957,3308.926336,,,,,1801.73,1805.3558000000005,11.0,11.7,1792.28,1792.28,0.0,0.0
3D_40_10_a,2117.4717547424057,2117.4717547424057,1683.751484,,,,,2122.56,2128.4694000000004,10.0,10.82,2122.32,2122.32,0.0,0.0
3D_40_10_b,2100.9854577392225,2100.9854577392225,1741.260839,,,,,2117.03,2121.3628,11.0,12.04,2113.72,2113.72,0.0,0.0
3D_40_10_d,1925.2504791278088,1925.2504791278088,716.431098,,,,,1930.74,1931.9976000000001,11.0,11.9,1925.39,1925.39,0.0,0.0
3D_40_10_e,2080.4281784709374,2080.4281784709374,1256.676777,,,,,2094.74,2108.3766,11.0,11.7,2084.73,2084.73,0.0,0.0
3D_40_10_f,2047.0185671487448,2047.0185671487448,3219.955175,,,,,2051.87,2054.9888000000005,10.0,11.24,2049.98,2049.98,1.0,1.0
3D_45_10_a,2118.5460126880007,2118.5460126880007,5709.252993,,,,,2131.52,2145.5006000000003,11.0,12.1,2120.34,2120.34,1.0,1.0
3D_40_10_c,2425.861621338961,2425.861621338961,7076.87732,,,,,2443.01,2457.0998,11.0,12.14,2429.88,2429.88,0.0,0.0
3D_30_10_a,2235.6980604614378,2235.6980604614378,3595.341136,,,,,2239.5,2243.4804,11.0,11.28,2239.02,2239.02,0.0,0.0
3D_30_10_b,1753.6267960231123,1753.6267960231123,7354.097651,,,,,1763.13,1768.636799999999,10.0,11.62,1755.06,1755.06,0.0,0.0
3D_30_10_c,2175.2185151197928,2175.2185151197928,765.271921,,,,,2184.8,2188.5408,11.0,11.36,2182.47,2182.47,0.0,0.0
3D_30_10_d,1902.3030056222408,1902.3030056222408,2972.99739,,,,,1915.17,1918.0276000000006,10.0,10.94,1902.56,1902.56,0.0,0.0
3D_30_10_e,1635.46151808332,1635.46151808332,2519.490985,,,,,1644.15,1648.0193999999992,12.0,12.44,1638.65,1638.65,0.0,0.0
3D_35_10_a,1890.521310753468,1890.521310753468,1274.937747,,,,,1897.93,1902.0107999999998,11.0,11.8,1892.33,1892.33,0.0,0.0
3D_35_10_f,1978.5822724697,1978.5822724697,4296.197026,,,,,1994.56,2002.3649999999998,11.0,11.44,1983.1,1983.1,2.0,2.0
3D_35_10_e,1994.842588154024,1994.842588154024,2102.915754,,,,,1999.63,2001.9233999999997,11.0,11.58,1996.44,1996.44,0.0,0.0
3D_35_10_d,2247.780601901911,2247.780601901911,2994.522646,,,,,2256.79,2261.4829999999997,10.0,10.42,2248.22,2248.22,0.0,0.0
3D_35_10_c,2132.9111567020827,2132.9111567020827,4877.725682,,,,,2143.03,2148.5589999999997,11.0,11.78,2138.08,2138.08,0.0,0.0
3D_35_10_b,2024.734959097244,2024.734959097244,1775.5871,,,,,2038.1,2044.7178000000006,9.0,9.56,2025.74,2025.74,0.0,0.0
3D_30_10_f,1725.2056918479443,1725.2056918479443,2304.821034,,,,,1729.9,1737.337000000001,10.0,10.74,1725.74,1725.74,1.0,1.0
3D_50_11_b,1928.2485435366127,1928.2485435366127,11129.636707,,,,,1938.08,1956.0315999999993,14.0,14.36,1930.04,1930.04,0.0,0.0
3D_35_11_c,2345.64034634068,2345.64034634068,23849.853799,,,,,2367.68,2444.3078,15.0,15.46,2352.09,2352.09,0.0,0.0
3D_35_11_b,2345.0488448756428,2345.0488448756428,2920.204943,,,,,2364.77,2369.3728,12.0,12.3,2345.08,2345.08,0.0,0.0
3D_35_11_a,2003.57908524714,2003.57908524714,26954.212885,,,,,2014.91,2030.8102000000001,13.0,14.18,2014.87,2014.87,0.0,0.0
3D_30_11_b,2141.739555296332,2141.739555296332,3885.822745,,,,,2150.88,2158.4902000000006,12.0,13.3,2144.41,2144.41,0.0,0.0
3D_30_11_a,1887.5374698366536,1887.5374698366536,27247.02522,,,,,1896.69,1909.0581999999997,12.0,13.48,1890.71,1890.71,0.0,0.0
3D_35_11_d,1727.089259534754,1727.089259534754,8243.036928,,,,,1736.8,1740.8099999999995,15.0,15.36,1731.34,1731.34,0.0,0.0
3D_30_11_c,2048.177272285623,2048.177272285623,2531.447699,,,,,2058.41,2062.3060000000005,13.0,14.36,2049.44,2049.44,2.0,2.0
3D_30_11_d,1756.5262872579665,1756.5262872579665,19952.552786,,,,,1768.02,1779.0490000000002,14.0,14.62,1757.99,1757.99,0.0,0.0
3D_30_11_e,2279.121305617,2315.115822297424,36050.317921,,,,,2324.94,2339.8414000000002,12.0,13.1,2321.68,2321.68,0.0,0.0
3D_30_11_f,1917.8512079210127,1917.8512079210127,3639.1408,,,,,1925.44,1929.8924000000004,13.0,13.5,1921.05,1921.05,0.0,0.0
3D_50_11_a,1985.5726898419648,1985.5726898419648,2303.243566,,,,,1993.32,2005.2334000000003,13.0,13.44,1986.8,1986.8,0.0,0.0
3D_50_11_c,1873.793550695576,1873.793550695576,7801.138179,,,,,1885.65,1892.1097999999997,14.0,14.84,1877.99,1877.99,0.0,0.0
3D_50_11_f,2138.1166404296646,2138.1166404296646,8176.31596,,,,,2146.18,2164.9653999999996,12.0,13.7,2140.0,2140.0,0.0,0.0
3D_35_11_e,1943.132181791853,1966.618879817085,36018.456144,,,,,1979.23,1998.3503999999991,14.0,15.14,1967.07,1967.07,0.0,0.0
3D_50_11_e,2216.538938304808,2216.538938304808,6817.500364,,,,,2232.61,2241.7436000000007,14.0,15.22,2224.05,2224.05,0.0,0.0
3D_40_11_a,2441.853044313956,2441.853044313956,7472.546154,,,,,2456.13,2460.7919999999995,13.0,14.32,2462.17,2462.17,0.0,0.0
3D_40_11_b,2403.309215722318,2403.309215722318,17528.736808999998,,,,,2414.46,2439.4628,14.0,15.46,2409.9,2409.9,0.0,0.0
3D_40_11_c,2033.3331419403405,2033.3331419403405,4081.955899,,,,,2046.94,2064.6762,15.0,15.28,2041.85,2041.85,0.0,0.0
