PROBLEM,BB_LOWER_BOUND,BB_UPPER_BOUND,BB_CTIME,HRKGA_MIN_LENGTH,HRKGA_MEAN_LENGTH,HRKGA_MIN_CTIME,HRKGA_MEAN_CTIME,GSOA_MIN_LENGTH,GSOA_MEAN_LENGTH,GSOA_MIN_CTIME,GSOA_MEAN_CTIME,CENTROID_MIN_LENGTH,CENTROID_MEAN_LENGTH,CENTROID_MIN_CTIME,CENTROID_MEAN_CTIME
3D_35_11_f,2182.371233580721,2182.371233580721,6198.270891,,,,,2190.9,2200.5170000000003,13.0,13.74,2187.29,2187.29,0.0,0.0
3D_45_11_a,2110.6603741710665,2110.6603741710665,5147.162514,,,,,2122.53,2127.7819999999992,14.0,14.2,2112.57,2112.57,1.0,1.0
3D_45_11_b,2250.8228805140084,2250.8228805140084,2005.349147,,,,,2257.56,2260.6245999999996,13.0,13.44,2253.03,2253.03,0.0,0.0
3D_45_11_c,1885.2233360170264,1885.2233360170264,5317.249446,,,,,1897.95,1905.2594000000004,12.0,12.68,1895.76,1895.76,0.0,0.0
3D_45_11_d,1778.505815647104,1778.505815647104,1164.755692,,,,,1785.8,1787.2042,14.0,14.86,1779.61,1779.61,0.0,0.0
3D_45_11_e,2184.2481907445326,2184.2481907445326,1267.8953709999998,,,,,2192.08,2193.0129999999995,14.0,15.04,2187.68,2187.68,0.0,0.0
3D_45_11_f,1805.615278440574,1805.615278440574,21850.534203,,,,,1812.98,1821.2263999999998,12.0,12.68,1808.61,1808.61,0.0,0.0
3D_50_11_d,1883.8163266702995,1883.8163266702995,18496.627613,,,,,1891.3,1909.1257999999996,14.0,14.56,1887.28,1887.28,0.0,0.0
3D_40_11_d,2375.536759744541,2375.536759744541,4832.193348,,,,,2386.13,2390.2642000000005,14.0,14.46,2378.15,2378.15,1.0,1.0
3D_40_11_e,2003.1938102449108,2003.1938102449108,6345.949049,,,,,2016.23,2023.1989999999996,15.0,15.44,2008.93,2008.93,1.0,1.0
3D_40_11_f,2408.738643022022,2466.132391806362,36072.275995,,,,,2493.34,2536.0449999999996,13.0,13.58,2474.41,2474.41,1.0,1.0
3D_35_12_e,1993.449322043888,1993.449322043888,29395.240952,,,,,1999.64,2007.3209999999995,15.0,16.68,2000.86,2000.86,0.0,0.0
3D_30_12_f,1977.2108097598225,1977.2108097598225,4392.901181,,,,,1986.73,1991.1377999999995,16.0,16.48,1980.65,1980.65,1.0,1.0
3D_45_12_a,1768.555291959708,1768.555291959708,14307.649818,,,,,1784.69,1791.3230000000005,14.0,15.28,1775.27,1775.27,0.0,0.0
3D_45_12_e,2289.4707252727217,2289.4707252727217,14882.991384,,,,,2296.41,2301.9246000000003,17.0,17.36,2290.38,2290.38,1.0,1.0
3D_45_12_c,2051.696941061057,2079.8133468219025,36069.007372,,,,,2090.35,2101.9815999999996,16.0,17.28,2083.51,2083.51,0.0,0.0
3D_45_12_b,2222.872418701252,2222.872418701252,32405.443773,,,,,2229.42,2239.9655999999995,17.0,17.22,2223.25,2223.25,2.0,2.0
3D_35_12_a,2150.887385491962,2150.887385491962,18335.712181,,,,,2171.33,2185.1857999999997,17.0,17.8,2154.54,2154.54,1.0,1.0
3D_35_12_b,2369.891117885266,2451.3899512360654,36015.39143,,,,,2468.63,2502.8082000000004,16.0,16.72,2461.29,2461.29,0.0,0.0
3D_35_12_c,2181.075358341591,2181.075358341591,18087.94208,,,,,2194.57,2204.7272,17.0,18.2,2183.48,2183.48,0.0,0.0
3D_35_12_f,1796.2551171950963,1796.2551171950963,18612.053521,,,,,1806.89,1819.4908000000005,16.0,16.78,1814.82,1814.82,0.0,0.0
3D_45_12_f,1940.1151811747063,1940.1151811747063,22155.666645,,,,,1949.78,1953.8448000000008,17.0,17.64,1944.73,1944.73,0.0,0.0
3D_35_12_d,2331.220803793385,2480.943313387556,36016.697486,,,,,2497.35,2504.6411999999996,15.0,15.38,2488.99,2488.99,0.0,0.0
3D_45_12_d,2369.574908389606,2369.574908389606,29096.247055,,,,,2381.24,2398.8666,16.0,17.12,2370.46,2370.46,2.0,2.0
3D_30_12_d,2106.0806260481186,2176.892849807397,36045.25495,,,,,2186.92,2211.7186000000006,16.0,16.36,2185.15,2185.15,0.0,0.0
3D_40_12_f,2108.1462063962435,2243.7017589497555,36004.258604999995,,,,,2253.9,2268.4592,15.0,15.34,2257.76,2257.76,0.0,0.0
3D_40_12_e,2092.561566602543,2092.561566602543,5290.043455,,,,,2107.63,2114.4662,17.0,17.68,2096.96,2096.96,2.0,2.0
3D_40_12_d,2608.912910696943,2646.5940516882,36009.670202,,,,,2657.14,2669.2719999999995,16.0,16.9,2658.75,2658.75,0.0,0.0
3D_40_12_c,2265.8657908366267,2350.94001535528,36053.211097,,,,,2364.92,2370.707000000001,19.0,20.34,2358.07,2358.07,1.0,1.0
3D_40_12_b,2224.2940837466504,2259.1858995151,36080.626706,,,,,2266.55,2301.8301999999994,17.0,18.04,2257.1,2257.1,0.0,0.0
3D_50_12_f,1827.4571677828264,1917.1909828262835,36096.952576,,,,,1930.31,1940.3396000000002,16.0,16.88,1925.21,1925.21,0.0,0.0
3D_50_12_e,2580.1799177355565,2580.1799177355565,8050.927199,,,,,2595.32,2622.8567999999996,17.0,18.14,2588.6,2588.6,0.0,0.0
3D_50_12_c,1668.4925010611678,1668.4925010611678,3803.47972,,,,,1678.48,1684.5004,17.0,18.16,1674.38,1674.38,0.0,0.0
3D_50_12_b,1531.31259984273,1531.31259984273,1102.213787,,,,,1542.96,1546.7298,18.0,18.86,1534.38,1534.38,0.0,0.0
3D_50_12_a,1742.7630253495936,1742.7630253495936,25372.673933,,,,,1752.25,1757.4256000000003,16.0,17.0,1744.85,1744.85,2.0,2.0
3D_50_12_d,2132.309202459711,2132.309202459711,7853.004835,,,,,2145.72,2155.222,17.0,17.96,2138.62,2138.62,2.0,2.0
3D_30_12_c,2041.9137798007032,2041.9137798007032,8206.734615,,,,,2056.47,2074.0222,17.0,17.86,2049.52,2049.52,0.0,0.0
3D_40_12_a,2312.574850151688,2312.574850151688,3568.924789,,,,,2320.63,2323.4447999999998,16.0,17.24,2312.6,2312.6,2.0,2.0
3D_30_12_b,2225.615079866894,2225.615079866894,10729.68417,,,,,2238.17,2278.2231999999995,16.0,17.04,2228.48,2228.48,0.0,0.0
3D_30_12_a,2329.6302106098474,2359.413645712724,36465.472933,,,,,2365.89,2368.6662,15.0,16.02,2364.85,2364.85,1.0,1.0
3D_30_12_e,1901.5431078965591,1901.5431078965591,10612.683278,,,,,1913.79,1941.3006,17.0,17.46,1903.15,1903.15,0.0,0.0
3D_45_13_c,2415.588397179172,2552.2147592143456,36252.973394,,,,,2559.52,2581.1406,18.0,18.9,2549.24,2549.24,0.0,0.0
3D_40_13_f,1980.6178009508567,2065.715753396617,36338.843224,,,,,2077.95,2083.0883999999996,19.0,19.94,2070.52,2070.52,0.0,0.0
3D_45_13_e,1820.028354903654,1826.387776011641,36192.234083,,,,,1837.63,1857.7604000000001,18.0,19.06,1831.15,1831.15,2.0,2.0
3D_45_13_b,2626.439576924869,2670.309757162444,36544.565344,,,,,2677.41,2700.896199999999,19.0,20.9,2676.82,2676.82,0.0,0.0
3D_45_13_f,1873.8668445296007,1920.1022599000512,37590.820671,,,,,1925.29,1944.6953999999998,19.0,20.54,1919.91,1919.91,0.0,0.0
3D_40_13_a,2037.475975699452,2247.5325324192845,36006.517951,,,,,2264.48,2292.3232000000003,19.0,19.66,2249.66,2249.66,0.0,0.0
3D_40_13_b,2160.3350895079184,2312.8794708207106,36029.009233,,,,,2310.59,2315.2360000000003,18.0,18.78,2313.9,2313.9,0.0,0.0
3D_40_13_c,2272.036833527126,2336.9573467352566,36015.023529,,,,,2349.24,2353.5377999999996,21.0,21.48,2340.74,2340.74,1.0,1.0
3D_40_13_d,2364.822650178044,2422.260104576363,36181.989112,,,,,2431.44,2459.7888000000003,20.0,20.9,2423.24,2423.24,2.0,2.0
3D_40_13_e,2163.6604007221545,2163.6604007221545,16755.676687,,,,,2189.55,2220.9302,18.0,19.0,2166.15,2166.15,2.0,2.0
3D_45_13_d,2151.083776030359,2355.727137393568,36036.041054,,,,,2363.79,2374.8232,20.0,21.2,2352.96,2352.96,2.0,2.0
3D_45_13_a,2302.2643669603453,2586.8457576719857,36025.704737,,,,,2571.77,2595.8402000000006,18.0,19.54,2556.18,2556.18,1.0,1.0
3D_50_13_e,2359.576958688538,2359.576958688538,11970.008006,,,,,2368.63,2379.0618000000004,19.0,19.3,2362.24,2362.24,0.0,0.0
3D_50_13_b,2161.531947899825,2252.947523872463,36137.465685,,,,,2265.01,2282.8536,18.0,19.22,2253.58,2253.58,2.0,2.0
3D_30_13_c,2369.366843949699,2372.605031946097,36099.996221,,,,,2378.38,2394.3999999999996,20.0,20.7,2379.4,2379.4,0.0,0.0
3D_30_13_d,2221.579966329825,2491.7798197003594,36045.675648,,,,,2499.4,2521.8518,20.0,20.56,2486.46,2486.46,0.0,0.0
3D_30_13_e,1926.8436446873925,2035.912748305633,36005.331707,,,,,2066.1,2081.8581999999997,20.0,21.52,2052.29,2052.29,0.0,0.0
3D_50_13_a,2018.207076848945,2085.033731087414,36066.171948,,,,,2092.86,2099.157799999999,22.0,22.34,2105.04,2105.04,0.0,0.0
3D_50_13_f,2437.43542963955,2459.9898579859528,39387.954629,,,,,2474.34,2482.9808,19.0,19.84,2461.04,2461.04,0.0,0.0
3D_50_13_c,2213.2285739139256,2257.0484855005657,36453.758968,,,,,2264.74,2269.6364000000003,20.0,20.98,2265.66,2265.66,0.0,0.0
3D_50_13_d,2153.106530930794,2184.564624151795,85780.30075699999,,,,,2200.72,2208.4458,20.0,20.68,2188.68,2188.68,0.0,0.0
3D_30_13_b,2336.146191185652,2525.142946859068,36065.321005,,,,,2535.76,2562.6366,18.0,19.36,2522.38,2522.38,0.0,0.0
3D_30_13_f,1926.9833153447128,1926.982048411077,11701.188488,,,,,1935.07,1939.5974000000008,20.0,20.96,1931.6,1931.6,0.0,0.0
3D_35_13_e,2067.713073821559,2232.9400861172626,36056.633529,,,,,2229.34,2234.2326000000007,19.0,20.36,2232.32,2232.32,2.0,2.0
3D_35_13_d,2237.01122308692,2237.01122308692,18482.661828,,,,,2245.61,2250.2924000000003,18.0,18.86,2239.65,2239.65,0.0,0.0
3D_35_13_c,2164.5022355836472,2436.231035953215,36266.428547,,,,,2446.62,2469.4597999999996,19.0,19.34,2412.4,2412.4,0.0,0.0
3D_35_13_b,2765.647290218608,2840.593429748086,36029.566607,,,,,2857.34,2874.8556,16.0,17.44,2851.48,2851.48,0.0,0.0
3D_35_13_a,2510.693111784956,2727.078572730953,36165.454815,,,,,2739.27,2759.0917999999992,20.0,20.66,2722.72,2722.72,0.0,0.0
3D_35_13_f,2035.277678023013,2039.446119116852,36003.735064,,,,,2053.6,2058.3216,18.0,19.08,2041.33,2041.33,0.0,0.0
3D_30_13_a,2265.653913542741,2358.7805427099383,36013.655695,,,,,2383.98,2404.5642000000003,19.0,19.5,2360.28,2360.28,0.0,0.0
3D_30_14_f,2258.5296853553286,2395.4804994953265,36021.782506,,,,,2406.24,2472.0748000000003,23.0,24.2,2393.34,2393.34,0.0,0.0
3D_30_14_c,2369.348032520459,2508.5328875338687,36086.527039,,,,,2499.83,2502.6374000000005,24.0,24.68,2494.84,2494.84,0.0,0.0
3D_30_14_b,2287.158801363442,2288.2534790097566,36019.503571,,,,,2299.65,2320.1178000000004,25.0,25.38,2293.57,2293.57,1.0,1.0
3D_30_14_a,2158.406210369132,2279.4666160459133,36017.928191,,,,,2287.75,2318.6618,22.0,22.64,2300.53,2300.53,0.0,0.0
3D_50_14_a,2335.094674388384,2561.5679417125493,36021.019862,,,,,2549.79,2573.9452,21.0,22.2,2536.41,2536.41,0.0,0.0
3D_30_14_e,2048.450417734482,2048.450417734482,22055.935187,,,,,2060.47,2066.1278000000007,24.0,24.44,2054.77,2054.77,0.0,0.0
3D_50_14_d,2205.489165907612,2335.474310502877,36264.672262,,,,,2318.79,2333.284000000001,25.0,25.84,2309.27,2309.27,2.0,2.0
3D_50_14_c,2138.3061220915115,2138.3061220915115,20363.674706,,,,,2152.38,2156.7083999999995,25.0,26.34,2140.69,2140.69,1.0,1.0
3D_50_14_b,2077.104001093895,2211.929241108981,36017.319495,,,,,2211.14,2235.5106,22.0,23.14,2204.01,2204.01,0.0,0.0
3D_30_14_d,2067.654286316491,2148.632063676,36038.942314,,,,,2210.74,2223.0615999999995,23.0,24.34,2143.05,2143.05,0.0,0.0
3D_45_14_f,2123.317865881633,2202.2312900576976,36302.779254,,,,,2203.26,2214.566,22.0,23.24,2202.08,2202.08,0.0,0.0
3D_50_14_f,2297.329304448904,2343.3114312552475,36032.102087,,,,,2355.14,2394.3190000000004,23.0,23.3,2354.08,2354.08,0.0,0.0
3D_35_14_a,2165.646962657237,2290.50566567674,36020.701511,,,,,2295.54,2312.4998,22.0,23.42,2287.34,2287.34,0.0,0.0
3D_35_14_f,2588.8075515997857,2909.0610699446083,36006.296924999995,,,,,2856.89,2975.7097999999996,22.0,22.9,2844.62,2844.62,1.0,1.0
3D_35_14_e,2525.110328674348,2773.9595986629115,36044.024425,,,,,2773.01,2798.9682000000007,23.0,23.4,2761.07,2761.07,0.0,0.0
3D_35_14_d,2117.6068576444604,2211.624688519061,36025.82365,,,,,2237.31,2308.3068,21.0,22.4,2213.28,2213.28,0.0,0.0
3D_35_14_c,2410.295478076184,2636.055250732745,36028.872895,,,,,2620.48,2639.7998,21.0,22.44,2614.03,2614.03,0.0,0.0
3D_35_14_b,2474.236714844379,2563.6072406778203,36065.434084,,,,,2586.65,2627.6902,21.0,22.18,2563.34,2563.34,0.0,0.0
3D_50_14_e,1936.458972193364,2137.096792361449,36021.127198999995,,,,,2143.27,2162.552,23.0,23.76,2133.38,2133.38,1.0,1.0
3D_45_14_a,2355.0244526195606,2517.346556742681,36001.089405,,,,,2530.78,2565.7731999999996,21.0,22.44,2525.73,2525.73,0.0,0.0
3D_45_14_b,2448.735436853519,2514.6455047344443,36108.361017,,,,,2525.59,2537.3029999999994,21.0,22.76,2535.87,2535.87,0.0,0.0
3D_45_14_c,2676.81692494183,2676.81692494183,29377.204686,,,,,2693.84,2698.8691999999996,21.0,21.7,2679.31,2679.31,1.0,1.0
3D_45_14_d,2296.945896165786,2420.865921607051,36078.445466,,,,,2426.04,2432.3831999999993,21.0,22.08,2421.72,2421.72,0.0,0.0
3D_45_14_e,2432.2331198487464,2552.259567644581,36097.124158,,,,,2568.2,2586.5128000000004,23.0,23.8,2563.8,2563.8,1.0,1.0
3D_40_14_f,2090.7522474811885,2116.960163883922,36487.206861,,,,,2127.03,2136.0678000000007,23.0,23.96,2118.55,2118.55,0.0,0.0
3D_40_14_e,2159.8639352709365,2347.0489884250733,36020.641448999995,,,,,2350.13,2380.7436,24.0,25.2,2340.92,2340.92,1.0,1.0
3D_40_14_d,2389.934386672101,2389.934386672101,32206.891603,,,,,2400.04,2403.1269999999995,22.0,22.74,2389.99,2389.99,0.0,0.0
3D_40_14_c,2010.402612608348,2186.366926647688,36045.837324,,,,,2203.24,2215.2375999999995,25.0,25.48,2188.61,2188.61,1.0,1.0
3D_40_14_b,2288.308345243543,2552.123940752944,36045.001705,,,,,2549.28,2557.9727999999996,21.0,21.76,2541.88,2541.88,0.0,0.0
3D_40_14_a,2443.738248210133,2519.498929461209,36014.330665,,,,,2530.38,2548.7529999999997,24.0,25.28,2519.58,2519.58,1.0,1.0
3D_40_15_d,2345.2683987554046,2606.2191635595373,36783.565453,,,,,2607.02,2627.3116000000005,27.0,28.34,2596.01,2596.01,0.0,0.0
3D_50_15_d,2311.890747205953,2551.375196975894,36018.230146,,,,,2559.71,2572.2376,28.0,28.86,2547.18,2547.18,0.0,0.0
3D_50_15_c,2210.417251970838,2592.1972237473387,36007.543468,,,,,2569.73,2606.453399999999,24.0,25.16,2564.62,2564.62,0.0,0.0
3D_50_15_b,2343.828686736335,2475.662399101123,36016.224294,,,,,2490.77,2535.6057999999994,26.0,26.94,2485.33,2485.33,0.0,0.0
3D_50_15_a,2547.9333404208523,2758.375380365849,36177.879475,,,,,2774.18,2815.5194,25.0,26.26,2770.42,2770.42,1.0,1.0
3D_30_15_f,2217.763897598534,2495.3354252094327,39446.349561,,,,,2479.2,2490.6651999999995,24.0,24.96,2474.17,2474.17,0.0,0.0
3D_30_15_e,2006.622099770613,2089.5575560500674,36166.332684,,,,,2101.58,2106.297,27.0,28.06,2095.29,2095.29,0.0,0.0
3D_30_15_d,2467.846581787904,2812.240162477291,36485.885988,,,,,2830.03,2844.1798,25.0,26.28,2800.24,2800.24,0.0,0.0
3D_40_15_f,2001.641373537736,2252.33037605706,36047.711301,,,,,2256.29,2286.3117999999986,23.0,24.1,2245.2,2245.2,1.0,1.0
